ts_code,name,market,publisher,category,base_date,base_point,list_date
931686CNY010.CSI,1000 ESG领先全收益,CSI,中证指数有限公司,主题指数,20170630,1000.0,20240328
931687.CSI,证券时报价值100,CSI,中证指数有限公司,主题指数,20070629,1000.0,20210514
931687CNY01.CSI,证券时报价值100全收益,CSI,中证指数有限公司,主题指数,20070629,1000.0,20210514
931688.CSI,中证算力,CSI,中证指数有限公司,主题指数,20191231,1000.0,20220721
931688CNY010.CSI,中证算力全收益,CSI,中证指数有限公司,主题指数,20191231,1000.0,20220721
931695.CSI,成渝经济圈,CSI,中证指数有限公司,主题指数,20111230,1000.0,20210429
931695CNY01.CSI,成渝经济圈全收益,CSI,中证指数有限公司,主题指数,20111230,1000.0,20210429
931696.CSI,科技50策略,CSI,中证指数有限公司,策略指数,20081231,1000.0,20210712
931696CNY01.CSI,科技50策略全收益,CSI,中证指数有限公司,策略指数,20081231,1000.0,20210712
931697.CSI,消费50策略,CSI,中证指数有限公司,策略指数,20081231,1000.0,20210712
931697CNY01.CSI,消费50策略全收益,CSI,中证指数有限公司,策略指数,20081231,1000.0,20210712
931698.CSI,医药50策略,CSI,中证指数有限公司,策略指数,20081231,1000.0,20210712
931698CNY01.CSI,医药50策略全收益,CSI,中证指数有限公司,策略指数,20081231,1000.0,20210712
931717.CSI,宁波制造,CSI,中证指数有限公司,主题指数,20101231,1000.0,20211125
931717CNY01.CSI,宁波制造全收益,CSI,中证指数有限公司,主题指数,20101231,1000.0,20211125
931718.CSI,高端造质量成长50,CSI,中证指数有限公司,策略指数,20141231,1000.0,20210825
931718CNY01.CSI,高端造质量成长50(全),CSI,中证指数有限公司,策略指数,20141231,1000.0,20210825
931719.CSI,CS电池,CSI,中证指数有限公司,主题指数,20141231,1000.0,20130715
931719CNY01.CSI,CS电池全收益,CSI,中证指数有限公司,主题指数,20141231,1000.0,20130715
931720.CSI,CS武进,CSI,中证指数有限公司,主题指数,20151231,1000.0,20210819
931720CNY01.CSI,CS武进(全),CSI,中证指数有限公司,主题指数,20151231,1000.0,20210819
931720HKD00.CSI,CS武进HKD,CSI,中证指数有限公司,主题指数,20151231,1000.0,20210819
931720HKD01.CSI,CS武进(全)HKD,CSI,中证指数有限公司,主题指数,20151231,1000.0,20210819
931720USD00.CSI,CS武进USD,CSI,中证指数有限公司,主题指数,20151231,1000.0,20210819
931720USD01.CSI,CS武进(全)USD,CSI,中证指数有限公司,主题指数,20151231,1000.0,20210819
931721.CSI,中美互联网人民币中间价,CSI,中证指数有限公司,主题指数,20131231,1000.0,20160422
931721CNY01.CSI,中美互联网人民币中间价(全),CSI,中证指数有限公司,主题指数,20131231,1000.0,20160422
931722.CSI,国新港股通央企红利,CSI,中证指数有限公司,策略指数,20161230,1000.0,20230913
931722CNY100.CSI,国新港股通央企红利CPR,CSI,中证指数有限公司,策略指数,20161230,1000.0,20230913
931722CNY110.CSI,国新港股通央企红利(全)CPR,CSI,中证指数有限公司,策略指数,20161230,1000.0,20230913
931722HKD210.CSI,国新港股通央企红利(全),CSI,中证指数有限公司,策略指数,20161230,1000.0,20230913
931722HKD220.CSI,国新港股通央企红利(净),CSI,中证指数有限公司,策略指数,20161230,1000.0,20230913
931722USD200.CSI,国新港股通央企红利USD,CSI,中证指数有限公司,策略指数,20161230,1000.0,20230913
931722USD210.CSI,国新港股通央企红利(全)USD,CSI,中证指数有限公司,策略指数,20161230,1000.0,20230913
931723.CSI,光通信,CSI,中证指数有限公司,主题指数,20161230,1000.0,20231031
931723CNY010.CSI,光通信全收益,CSI,中证指数有限公司,主题指数,20161230,1000.0,20231031
931725.CSI,中华联合优质成长,CSI,中证指数有限公司,策略指数,20041231,1000.0,20210809
931725CNY01.CSI,中华联合优质成长全收益,CSI,中证指数有限公司,策略指数,20041231,1000.0,20210809
931726.CSI,网络安全,CSI,中证指数有限公司,主题指数,20141231,1000.0,20210809
931726CNY01.CSI,网络安全全收益,CSI,中证指数有限公司,主题指数,20141231,1000.0,20210809
931727.CSI,SHS食品,CSI,中证指数有限公司,主题指数,20161230,1000.0,20210819
931727CNY01.CSI,SHS食品(全),CSI,中证指数有限公司,主题指数,20161230,1000.0,20210819
931727HKD00.CSI,SHS食品HKD,CSI,中证指数有限公司,主题指数,20161230,1000.0,20210819
931727HKD01.CSI,SHS食品(全)HKD,CSI,中证指数有限公司,主题指数,20161230,1000.0,20210819
931728.CSI,食品主题,CSI,中证指数有限公司,主题指数,20161230,1000.0,20210812
931728CNY01.CSI,食品主题全收益,CSI,中证指数有限公司,主题指数,20161230,1000.0,20210812
931729HKD00.CSI,SHS芯片产业HKD(退市),CSI,中证指数有限公司,主题指数,20151231,1000.0,20210825
931729HKD01.CSI,SHS芯片产业(全)HKD(退市),CSI,中证指数有限公司,主题指数,20151231,1000.0,20210825
931730.CSI,SHS光伏30,CSI,中证指数有限公司,主题指数,20161230,1000.0,20210927
931730CNY01.CSI,SHS光伏30(全),CSI,中证指数有限公司,主题指数,20161230,1000.0,20210927
931731.CSI,SHS太阳能50,CSI,中证指数有限公司,主题指数,20161230,1000.0,20210927
931731CNY01.CSI,SHS太阳能50(全),CSI,中证指数有限公司,主题指数,20161230,1000.0,20210927
931733.CSI,绿色能源,CSI,中证指数有限公司,主题指数,20131231,1000.0,20210819
931733CNY01.CSI,绿色能源全收益,CSI,中证指数有限公司,主题指数,20131231,1000.0,20210819
931734.CSI,港美上市中美科技,CSI,中证指数有限公司,主题指数,20101231,1000.0,20140718
931734CNY00.CSI,港美上市中美科技CNY,CSI,中证指数有限公司,主题指数,20101231,1000.0,20140718
931734CNY01.CSI,港美上市中美科技(全)CNY,CSI,中证指数有限公司,主题指数,20101231,1000.0,20140718
931734CNY10.CSI,港美上市中美科技人民币中间价,CSI,中证指数有限公司,主题指数,20101231,1000.0,20140718
931734CNY11.CSI,港美上市中美科技人民币中间价(全),CSI,中证指数有限公司,主题指数,20101231,1000.0,20140718
931734USD01.CSI,港美上市中美科技(全),CSI,中证指数有限公司,主题指数,20101231,1000.0,20140718
931735.CSI,信银ESG优选,CSI,中证指数有限公司,主题指数,20170630,1000.0,20210819
931735CNY01.CSI,信银ESG优选全收益,CSI,中证指数有限公司,主题指数,20170630,1000.0,20210819
931735CNY02.CSI,信银ESG优选净收益,CSI,中证指数有限公司,主题指数,20170630,1000.0,20210819
931736.CSI,债股利差稳健,CSI,中证指数有限公司,策略指数,20131231,100.0,20210824
931737.CSI,债股利差平衡,CSI,中证指数有限公司,策略指数,20131231,100.0,20210824
931738.CSI,债股利差平衡(含转债),CSI,中证指数有限公司,策略指数,20131231,100.0,20210824
931739.CSI,债券利差稳健(含转债),CSI,中证指数有限公司,策略指数,20131231,100.0,20210824
931742.CSI,工银理财碳中和配置,CSI,中证指数有限公司,策略指数,20171229,1000.0,20210712
931743.CSI,半导体材料设备,CSI,中证指数有限公司,主题指数,20181228,1000.0,20121221
931743CNY010.CSI,半导体材料设备全收益,CSI,中证指数有限公司,主题指数,20181228,1000.0,20121221
931745.CSI,SHS物业,CSI,中证指数有限公司,主题指数,20191231,1000.0,20211015
931745CNY01.CSI,SHS物业(全),CSI,中证指数有限公司,主题指数,20191231,1000.0,20211015
931745HKD00.CSI,SHS物业HKD,CSI,中证指数有限公司,主题指数,20191231,1000.0,20211015
931745HKD01.CSI,SHS物业(全)HKD,CSI,中证指数有限公司,主题指数,20191231,1000.0,20211015
931746.CSI,储能产业,CSI,中证指数有限公司,主题指数,20131231,1000.0,20150611
931746CNY01.CSI,储能产业全收益,CSI,中证指数有限公司,主题指数,20131231,1000.0,20150611
931747.CSI,中证储能,CSI,中证指数有限公司,主题指数,20131231,1000.0,20211015
931747CNY01.CSI,中证储能全收益,CSI,中证指数有限公司,主题指数,20131231,1000.0,20211015
931750.CSI,CXO,CSI,中证指数有限公司,主题指数,20171229,1000.0,20210927
931750CNY01.CSI,CXO全收益,CSI,中证指数有限公司,主题指数,20171229,1000.0,20210927
931751.CSI,SHS CXO,CSI,中证指数有限公司,主题指数,20171229,1000.0,20210927
931751CNY01.CSI,SHS CXO(全),CSI,中证指数有限公司,主题指数,20171229,1000.0,20210927
931751HKD00.CSI,SHS CXO HKD,CSI,中证指数有限公司,主题指数,20171229,1000.0,20210927
931751HKD01.CSI,SHS CXO(全)HKD,CSI,中证指数有限公司,主题指数,20171229,1000.0,20210927
931752.CSI,工程机械主题,CSI,中证指数有限公司,主题指数,20160630,1000.0,20210927
931752CNY01.CSI,工程机械主题全收益,CSI,中证指数有限公司,主题指数,20160630,1000.0,20210927
931753.CSI,机械优势30,CSI,中证指数有限公司,主题指数,20160630,1000.0,20121221
931753CNY01.CSI,机械优势30全收益,CSI,中证指数有限公司,主题指数,20160630,1000.0,20121221
931755.CSI,SEEE碳中和,CSI,中证指数有限公司,主题指数,20170630,1000.0,20211021
931755CNY01.CSI,SEEE碳中和全收益,CSI,中证指数有限公司,主题指数,20170630,1000.0,20211021
931761.CSI,新生消费,CSI,中证指数有限公司,主题指数,20181228,1000.0,20170721
931761CNY01.CSI,新生消费全收益,CSI,中证指数有限公司,主题指数,20091231,1000.0,20170721
931762.CSI,龙头优势50,CSI,中证指数有限公司,策略指数,20161230,1000.0,20220111
931762CNY01.CSI,龙头优势50全收益,CSI,中证指数有限公司,策略指数,20161230,1000.0,20220111
931763.CSI,SHS龙头优势50,CSI,中证指数有限公司,策略指数,20161230,1000.0,20220111
931763CNY01.CSI,SHS龙头优势50(全),CSI,中证指数有限公司,策略指数,20161230,1000.0,20220111
931763HKD00.CSI,SHS龙头优势50HKD,CSI,中证指数有限公司,策略指数,20161230,1000.0,20220111
931763HKD01.CSI,SHS龙头优势50(全)HKD,CSI,中证指数有限公司,策略指数,20161230,1000.0,20220111
931765.CSI,SHS新生代消费,CSI,中证指数有限公司,主题指数,20181231,1000.0,20211029
931765CNY01.CSI,SHS新生代消费(全),CSI,中证指数有限公司,主题指数,20181231,1000.0,20211029
931765HKD00.CSI,SHS新生代消费HKD,CSI,中证指数有限公司,主题指数,20181231,1000.0,20211029
931765HKD01.CSI,SHS新生代消费(全)HKD,CSI,中证指数有限公司,主题指数,20181231,1000.0,20211029
931771.CSI,华夏银行新经济,CSI,中证指数有限公司,主题指数,20171229,1000.0,20211015
931772.CSI,碳中和60,CSI,中证指数有限公司,主题指数,20170630,1000.0,20211109
931772CNY01.CSI,碳中和60全收益,CSI,中证指数有限公司,主题指数,20170630,1000.0,20211109
931774.CSI,沪港深AR/VR,CSI,中证指数有限公司,主题指数,20141231,1000.0,20121221
931774CNY01.CSI,沪港深AR/VR(全),CSI,中证指数有限公司,主题指数,20141231,1000.0,20121221
931775.CSI,中证全指房地产,CSI,中证指数有限公司,一级行业指数,20041231,1000.0,20130715
931775CNY01.CSI,中证全指房地产全收益,CSI,中证指数有限公司,一级行业指数,20041231,1000.0,20130715
931776.CSI,生物育种,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211109
931776CNY01.CSI,生物育种全收益,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211109
931777.CSI,江苏高质量发展,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211202
931777CNY01.CSI,江苏高质量发展全收益,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211202
931778.CSI,农牧主题,CSI,中证指数有限公司,主题指数,20120629,1000.0,20170721
931778CNY01.CSI,农牧主题全收益,CSI,中证指数有限公司,主题指数,20120629,1000.0,20170721
931780.CSI,SHS医药龙头,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211202
931780CNY01.CSI,SHS医药龙头(全),CSI,中证指数有限公司,主题指数,20141231,1000.0,20211202
931780HKD00.CSI,SHS医药龙头HKD,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211202
931780HKD01.CSI,SHS医药龙头(全)HKD,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211202
931781HKD00.CSI,SSH智能汽车(HKD)(退市),CSI,中证指数有限公司,主题指数,20161230,1000.0,20220107
931781HKD01.CSI,SSH智能汽车(全)HKD(退市),CSI,中证指数有限公司,主题指数,20161230,1000.0,20220107
931782.CSI,1000 ESG,CSI,中证指数有限公司,主题指数,20170630,1000.0,20240328
931782CNY010.CSI,1000 ESG全收益,CSI,中证指数有限公司,主题指数,20170630,1000.0,20240328
931783.CSI,智能驾驶,CSI,中证指数有限公司,主题指数,20161230,1000.0,20220221
931783CNY01.CSI,智能驾驶全收益,CSI,中证指数有限公司,主题指数,20161230,1000.0,20220221
931784.CSI,SSH智能驾驶,CSI,中证指数有限公司,主题指数,20161230,1000.0,20220221
931784CNY01.CSI,SSH智能驾驶(全),CSI,中证指数有限公司,主题指数,20161230,1000.0,20220221
931784HKD00.CSI,SSH智能驾驶(HKD),CSI,中证指数有限公司,主题指数,20161230,1000.0,20220221
931784HKD01.CSI,SSH智能驾驶(全)HKD,CSI,中证指数有限公司,主题指数,20161230,1000.0,20220221
931786.CSI,中信债股优选稳健,CSI,中证指数有限公司,策略指数,20171229,1000.0,20211029
931787.CSI,港股创新药(HKD),CSI,中证指数有限公司,主题指数,20171229,1000.0,20180814
931787CNY00.CSI,港股创新药(CNY),CSI,中证指数有限公司,主题指数,20171229,1000.0,20180814
931787CNY01.CSI,港股创新药(全)CNY,CSI,中证指数有限公司,主题指数,20171229,1000.0,20180814
931787HKD01.CSI,港股创新药(全)HKD,CSI,中证指数有限公司,主题指数,20171229,1000.0,20180814
931788.CSI,中韩50,CSI,中证指数有限公司,规模指数,20141231,1000.0,20211220
931789.CSI,中韩新能车,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211220
931790.CSI,中韩半导体,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211220
931791.CSI,大盘蓝筹25,CSI,中证指数有限公司,规模指数,20141231,1000.0,20211213
931791CNY01.CSI,大盘蓝筹25(全),CSI,中证指数有限公司,规模指数,20141231,1000.0,20211213
931792.CSI,新能车15,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211213
931792CNY01.CSI,新能车15(全),CSI,中证指数有限公司,主题指数,20141231,1000.0,20211213
931793.CSI,半导体15,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211213
931793CNY01.CSI,半导体15(全),CSI,中证指数有限公司,主题指数,20141231,1000.0,20211213
931794.CSI,消费领先50,CSI,中证指数有限公司,策略指数,20101231,1000.0,20150824
931794CNY01.CSI,消费领先50全收益,CSI,中证指数有限公司,策略指数,20101231,1000.0,20150824
931798.CSI,光伏龙头30,CSI,中证指数有限公司,主题指数,20161230,1000.0,20090616
931798CNY01.CSI,光伏龙头30全收益,CSI,中证指数有限公司,主题指数,20161230,1000.0,20090616
931799.CSI,国寿资产ESG绿色低碳100,CSI,中证指数有限公司,策略指数,20170630,1000.0,20211213
931799CNY01.CSI,国寿资产ESG绿色低碳100全收益,CSI,中证指数有限公司,策略指数,20170630,1000.0,20211213
931800.CSI,绿色生态(CSI),CSI,中证指数有限公司,主题指数,20151231,1000.0,20151021
931800.SZ,绿色生态,SZSE,中证指数有限公司,主题指数,20151231,1000.0,20151021
931800CNY01.CSI,绿色生态全收益,CSI,中证指数有限公司,主题指数,20151231,1000.0,20151021
931801.CSI,SSH体育,CSI,中证指数有限公司,主题指数,20141231,1000.0,20150513
931801CNY01.CSI,SSH体育(全),CSI,中证指数有限公司,主题指数,20141231,1000.0,20150513
931801HKD00.CSI,SSH体育(HKD),CSI,中证指数有限公司,主题指数,20141231,1000.0,20150513
931801HKD01.CSI,SSH体育(全)HKD,CSI,中证指数有限公司,主题指数,20141231,1000.0,20150513
931802.CSI,中证龙头,CSI,中证指数有限公司,主题指数,20161230,1000.0,20100209
931802.SH,中证龙头(SH),SSE,中证指数有限公司,主题指数,20161230,1000.0,20100209
931802CNY01.CSI,中证龙头全收益,CSI,中证指数有限公司,主题指数,20161230,1000.0,20100209
931803.CSI,龙头核心竞争力50,CSI,中证指数有限公司,主题指数,20121231,1000.0,20120927
931803CNY01.CSI,龙头核心竞争力50全收益,CSI,中证指数有限公司,主题指数,20121231,1000.0,20120927
931809.CSI,高股息ESG,CSI,中证指数有限公司,策略指数,20170630,1000.0,20220120
931809CNY01.CSI,高股息ESG全收益,CSI,中证指数有限公司,策略指数,20170630,1000.0,20220120
931810.CSI,汇丰大盘多因子,CSI,中证指数有限公司,策略指数,20101231,1000.0,20220411
931810CNY01.CSI,汇丰大盘多因子全收益,CSI,中证指数有限公司,策略指数,20101231,1000.0,20220411
931810CNY020.CSI,汇丰大盘多因子净收益,CSI,中证指数有限公司,策略指数,20101231,1000.0,20220411
931811.CSI,小家电主题,CSI,中证指数有限公司,主题指数,20181228,1000.0,20220120
931811CNY01.CSI,小家电主题全收益,CSI,中证指数有限公司,主题指数,20181228,1000.0,20220120
931821.CSI,300金融,CSI,中证指数有限公司,一级行业指数,20071228,1000.0,20230612
931821CNY010.CSI,300金融行业全收益,CSI,中证指数有限公司,一级行业指数,20071228,1000.0,20230612
931822.CSI,中证500金融,CSI,中证指数有限公司,一级行业指数,20171228,1000.0,20230612
931822CNY010.CSI,500金融全收益,CSI,中证指数有限公司,一级行业指数,20171228,1000.0,20230612
931823.CSI,国资央企50,CSI,中证指数有限公司,主题指数,20161230,1000.0,20231109
931823CNY010.CSI,国资央企50全收益,CSI,中证指数有限公司,主题指数,20161230,1000.0,20231109
931824.CSI,国企50,CSI,中证指数有限公司,主题指数,20161230,1000.0,20231109
931824CNY010.CSI,国企50全收益,CSI,中证指数有限公司,主题指数,20161230,1000.0,20231109
931825.CSI,央企50,CSI,中证指数有限公司,主题指数,20161230,1000.0,20231109
931825CNY010.CSI,央企50全收益,CSI,中证指数有限公司,主题指数,20161230,1000.0,20231109
931826.CSI,自主创新,CSI,中证指数有限公司,主题指数,20121231,1000.0,20150707
931826CNY01.CSI,自主创新全收益,CSI,中证指数有限公司,主题指数,20121231,1000.0,20150707
931827.CSI,港股通地产C,CSI,中证指数有限公司,一级行业指数,20141114,3000.0,20220721
931827CNY00.CSI,港股通地产CCNY,CSI,中证指数有限公司,一级行业指数,20141114,3000.0,20220721
931827CNY01.CSI,港股通地产C(全)CNY,CSI,中证指数有限公司,一级行业指数,20141114,3000.0,20220721
931827HKD01.CSI,港股通地产C(全),CSI,中证指数有限公司,一级行业指数,20141114,3000.0,20220721
931828.CSI,海外中国地产,CSI,中证指数有限公司,一级行业指数,20141114,1000.0,20220721
931828CNY01.CSI,海外中国地产(全),CSI,中证指数有限公司,一级行业指数,20141114,1000.0,20220721
931828HKD00.CSI,海外中国地产HKD,CSI,中证指数有限公司,一级行业指数,20141114,1000.0,20220721
931828HKD01.CSI,海外中国地产(全)HKD,CSI,中证指数有限公司,一级行业指数,20141114,1000.0,20220721
931828USD00.CSI,海外中国地产USD,CSI,中证指数有限公司,一级行业指数,20141114,1000.0,20220721
931828USD01.CSI,海外中国地产(全)USD,CSI,中证指数有限公司,一级行业指数,20141114,1000.0,20220721
931829.CSI,中证回购,CSI,中证指数有限公司,策略指数,20181228,1000.0,20231017
931829CNY010.CSI,中证回购全收益,CSI,中证指数有限公司,策略指数,20181228,1000.0,20231017
931829CNY020.CSI,中证回购净收益,CSI,中证指数有限公司,策略指数,20181228,1000.0,20231017
931830.CSI,回购价值策略,CSI,中证指数有限公司,策略指数,20181228,1000.0,20231017
931830CNY010.CSI,回购价值策略全收益,CSI,中证指数有限公司,策略指数,20181228,1000.0,20231017
931830CNY020.CSI,回购价值策略净收益,CSI,中证指数有限公司,策略指数,20181228,1000.0,20231017
931831.CSI,回购质量策略,CSI,中证指数有限公司,策略指数,20181228,1000.0,20231017
931831CNY010.CSI,回购质量策略全收益,CSI,中证指数有限公司,策略指数,20181228,1000.0,20231017
931831CNY020.CSI,回购质量策略净收益,CSI,中证指数有限公司,策略指数,20181228,1000.0,20231017
931832.CSI,CN80地产,CSI,中证指数有限公司,一级行业指数,20121231,1000.0,20220721
931832CNY01.CSI,CN80地产(全),CSI,中证指数有限公司,一级行业指数,20121231,1000.0,20220721
931832USD00.CSI,CN80地产USD,CSI,中证指数有限公司,一级行业指数,20121231,1000.0,20220721
931832USD01.CSI,CN80地产(全)USD,CSI,中证指数有限公司,一级行业指数,20121231,1000.0,20220721
931833.CSI,沪深港旅游休闲,CSI,中证指数有限公司,主题指数,20141231,1000.0,20240307
931833CNY100.CSI,沪深港旅游休闲人民币中间价,CSI,中证指数有限公司,主题指数,20141231,1000.0,20240307
931833CNY110.CSI,沪深港旅游休闲人民币中间价(全),CSI,中证指数有限公司,主题指数,20141231,1000.0,20240307
931833CNY120.CSI,沪深港旅游休闲人民币中间价(净),CSI,中证指数有限公司,主题指数,20141231,1000.0,20240307
931833HKD210.CSI,沪深港旅游休闲(全),CSI,中证指数有限公司,主题指数,20141231,1000.0,20240307
931833HKD220.CSI,沪深港旅游休闲(净),CSI,中证指数有限公司,主题指数,20141231,1000.0,20240307
931834.CSI,华福福建100,CSI,中证指数有限公司,主题指数,20171229,1000.0,20240119
931834CNY010.CSI,华福福建100全收益,CSI,中证指数有限公司,主题指数,20171229,1000.0,20240119
931834CNY020.CSI,华福福建100净收益,CSI,中证指数有限公司,主题指数,20171229,1000.0,20240119
931835.CSI,H100地产,CSI,中证指数有限公司,一级行业指数,20121231,1000.0,20220721
931835CNY00.CSI,H100地产CNY,CSI,中证指数有限公司,一级行业指数,20121231,1000.0,20220721
931835CNY01.CSI,H100地产(全)CNY,CSI,中证指数有限公司,一级行业指数,20121231,1000.0,20220721
931835HKD01.CSI,H100地产(全),CSI,中证指数有限公司,一级行业指数,20121231,1000.0,20220721
931837.CSI,央企现代产业,CSI,中证指数有限公司,主题指数,20161230,1000.0,20231018
931837CNY010.CSI,央企现代产业全收益,CSI,中证指数有限公司,主题指数,20161230,1000.0,20231018
931838.CSI,煤炭产业,CSI,中证指数有限公司,主题指数,20101231,1000.0,20120411
931838.SH,煤炭产业(SH),SSE,中证指数有限公司,主题指数,20101231,1000.0,20120411
931838CNY010.CSI,煤炭产业全收益,CSI,中证指数有限公司,主题指数,20101231,1000.0,20120411
931838CNY020.CSI,煤炭产业净收益,CSI,中证指数有限公司,主题指数,20101231,1000.0,20231201
931839.CSI,海外中国医药,CSI,中证指数有限公司,一级行业指数,20141114,1000.0,20220721
931839CNY01.CSI,海外中国医药(全),CSI,中证指数有限公司,一级行业指数,20141114,1000.0,20220721
931839HKD00.CSI,海外中国医药HKD,CSI,中证指数有限公司,一级行业指数,20141114,1000.0,20220721
931839HKD01.CSI,海外中国医药(全)HKD,CSI,中证指数有限公司,一级行业指数,20141114,1000.0,20220721
931839USD00.CSI,海外中国医药USD,CSI,中证指数有限公司,一级行业指数,20141114,1000.0,20220721
931839USD01.CSI,海外中国医药(全)USD,CSI,中证指数有限公司,一级行业指数,20141114,1000.0,20220721
931840.CSI,大盘蓝筹25USD,CSI,中证指数有限公司,规模指数,20141231,1000.0,20211213
931840USD01.CSI,大盘蓝筹25(全)USD,CSI,中证指数有限公司,规模指数,20141231,1000.0,20211213
931841.CSI,新能车15USD,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211213
931841USD01.CSI,新能车15(全)USD,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211213
931842.CSI,半导体15USD,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211213
931842USD01.CSI,半导体15(全)USD,CSI,中证指数有限公司,主题指数,20141231,1000.0,20211213
931845.CSI,生猪产业,CSI,中证指数有限公司,主题指数,20151231,1000.0,20120411
931845.SH,生猪产业(SH),SSE,中证指数有限公司,主题指数,20151231,1000.0,20120411
931845CNY01.CSI,生猪产业全收益,CSI,中证指数有限公司,主题指数,20151231,1000.0,20120411
931846.CSI,500ESG优选,CSI,中证指数有限公司,策略指数,20170630,1000.0,20220321
931846CNY01.CSI,500ESG优选全收益,CSI,中证指数有限公司,策略指数,20170630,1000.0,20220321
931847.CSI,500红利低波,CSI,中证指数有限公司,策略指数,20131231,1000.0,20240521
931847CNY010.CSI,500红利低波全收益,CSI,中证指数有限公司,策略指数,20131231,1000.0,20240521
931847CNY020.CSI,500红利低波净收益,CSI,中证指数有限公司,策略指数,20131231,1000.0,20240521
931848.CSI,800红利低波,CSI,中证指数有限公司,策略指数,20131231,1000.0,20240521
931848CNY010.CSI,800红利低波全收益,CSI,中证指数有限公司,策略指数,20131231,1000.0,20240521
931848CNY020.CSI,800红利低波净收益,CSI,中证指数有限公司,策略指数,20131231,1000.0,20240521
931849.CSI,1000红利低波,CSI,中证指数有限公司,策略指数,20131231,1000.0,20240521
931849CNY010.CSI,1000红利低波全收益,CSI,中证指数有限公司,策略指数,20131231,1000.0,20240521
931849CNY020.CSI,1000红利低波净收益,CSI,中证指数有限公司,策略指数,20131231,1000.0,20240521
931851.CSI,绿色电力50,CSI,中证指数有限公司,主题指数,20131231,1000.0,20220509
931851CNY01.CSI,绿色电力50全收益,CSI,中证指数有限公司,主题指数,20131231,1000.0,20220509
931852.CSI,每经品牌100,CSI,中证指数有限公司,策略指数,20180510,1000.0,20220510
931852CNY01.CSI,每经品牌100(全),CSI,中证指数有限公司,策略指数,20180510,1000.0,20220510
931852HKD00.CSI,每经品牌100HKD,CSI,中证指数有限公司,策略指数,20180510,1000.0,20220510
931852HKD01.CSI,每经品牌100(全)HKD,CSI,中证指数有限公司,策略指数,20180510,1000.0,20220510
931852USD00.CSI,每经品牌100USD,CSI,中证指数有限公司,策略指数,20180510,1000.0,20220510
931852USD01.CSI,每经品牌100(全)USD,CSI,中证指数有限公司,策略指数,20180510,1000.0,20220510
931854.CSI,低碳盈利100,CSI,中证指数有限公司,策略指数,20170630,1000.0,20220708
931854CNY01.CSI,低碳盈利100全收益,CSI,中证指数有限公司,策略指数,20170630,1000.0,20220708
931857.CSI,苏州制造100,CSI,中证指数有限公司,主题指数,20141231,1000.0,20220704
931857CNY01.CSI,苏州制造100全收益,CSI,中证指数有限公司,主题指数,20141231,1000.0,20220704
931858.CSI,苏州综指,CSI,中证指数有限公司,主题指数,20141231,1000.0,20220704
931858CNY01.CSI,苏州综指(全),CSI,中证指数有限公司,主题指数,20141231,1000.0,20220704
931859.CSI,300碳中和,CSI,中证指数有限公司,主题指数,20170630,1000.0,20220307
931859CNY01.CSI,300碳中和全收益,CSI,中证指数有限公司,主题指数,20170630,1000.0,20220307
931865.CSI,中证半导,CSI,中证指数有限公司,主题指数,20161230,1000.0,20190320
931865CNY01.CSI,中证半导全收益,CSI,中证指数有限公司,主题指数,20161230,1000.0,20190320
931866.CSI,中证机床,CSI,中证指数有限公司,主题指数,20161230,1000.0,20220509
931866CNY01.CSI,中证机床全收益,CSI,中证指数有限公司,主题指数,20161230,1000.0,20220509
931867.CSI,SSH高装,CSI,中证指数有限公司,主题指数,20161230,1000.0,20220718
931867CNY01.CSI,SSH高装(全),CSI,中证指数有限公司,主题指数,20161230,1000.0,20220718
931867HKD00.CSI,SSH高装(HKD),CSI,中证指数有限公司,主题指数,20161230,1000.0,20220718
931867HKD01.CSI,SSH高装(全)HKD,CSI,中证指数有限公司,主题指数,20161230,1000.0,20220718
931891.CSI,ESG300成长优选,CSI,中证指数有限公司,策略指数,20171229,1000.0,20220718
931891CNY01.CSI,ESG300成长优选全收益,CSI,中证指数有限公司,策略指数,20171229,1000.0,20220718
931892.CSI,有色矿业,CSI,中证指数有限公司,主题指数,20131231,1000.0,20130715
931892CNY01.CSI,有色矿业全收益,CSI,中证指数有限公司,主题指数,20131231,1000.0,20130715
931893.CSI,银发经济,CSI,中证指数有限公司,主题指数,20140630,1000.0,20221031
931895.CSI,中证银保,CSI,中证指数有限公司,主题指数,20131231,1000.0,20220901
931895CNY01.CSI,中证银保全收益,CSI,中证指数有限公司,主题指数,20131231,1000.0,20220901
931896.CSI,300银保,CSI,中证指数有限公司,主题指数,20131231,1000.0,20220706
